 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min
53,160,2,2,90,206,45,45,45,0,103,103,103,0,1850000,25000,53.33333333,90.64399226,158,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,64,64,12500,12500,45,103,68.2,31.76790834,1009.2,0,0,0,0,0,0,0,0,1,85.25,45,103,64,0,0,0,0,0,0,2,90,2,206,-1,-1,1,32,0,0,0,0,0,0,0,0
53,228,2,2,90,206,45,45,45,0,103,103,103,0,1298245.614,17543.85965,76,129.9038106,226,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,40,40,8771.929825,8771.929825,45,103,68.2,31.76790834,1009.2,0,0,0,0,0,0,0,0,1,85.25,45,103,40,0,0,0,0,0,0,2,90,2,206,-1,-1,1,20,0,0,0,0,0,0,0,0
53,244,2,2,90,122,45,45,45,0,61,61,61,0,868852.459,16393.44262,81.33333333,82.81505499,168,3,3,3,0,3,3,73,73,0,73,73,0,0,0,0,40,40,8196.721311,8196.721311,45,61,51.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,64.25,45,61,40,0,0,0,0,0,0,2,90,2,122,-1,-1,1,20,0,0,0,0,0,0,0,0
443,5922985,8,4,710,3726,517,0,88.75,181.8482491,3484,0,931.5,1705.486343,748.9466882,2.026005469,538453.1818,1494539.918,4976203,3,5922985,846140.7143,1849063.238,4976203,3,923180,307726.6667,509986.0018,896486,2976,0,0,0,0,264,136,1.350670312,0.675335156,0,3484,341.2307692,956.4523994,914801.1923,0,0,0,1,0,0,0,0,0,369.6666667,88.75,931.5,264,0,0,0,0,0,0,8,710,4,3726,29200,287,3,32,0,0,0,0,0,0,0,0
443,86248882,18,16,1218,4402,539,0,67.66666667,171.7789277,1448,0,275.125,490.9245529,65.16026492,0.394208008,2613602.485,4370009.104,10000000,6,86200000,5073463.647,5015440.318,10000000,216,80400000,5362497.6,5178292.468,10000000,48,0,0,0,0,596,520,0.208698357,0.185509651,0,1448,160.5714286,364.1204783,132583.7227,0,0,0,1,0,0,0,0,0,165.2941176,67.66666667,275.125,596,0,0,0,0,0,0,18,1218,16,4402,29200,290,3,32,35926.25,35828.7076,124595,23021,10000000,11056.69084,10000000,9997587
443,86248640,16,13,1141,503,537,0,71.3125,179.231589,337,0,38.69230769,100.690437,19.06117012,0.336237186,3080308.571,4597899.639,10000000,3,86200000,5749909.333,4957552.433,10000000,455,80500000,6705782.583,4931061.201,10000000,3,0,0,0,0,520,424,0.185510172,0.150727014,0,537,54.8,145.5383348,21181.4069,0,0,0,1,0,0,0,0,0,56.68965517,71.3125,38.69230769,520,0,0,0,0,0,0,16,1141,13,503,29200,288,3,32,37925,41430.77775,140459,23014,10000000,9526.159558,10000000,9997491
443,86248798,18,15,1215,4063,536,0,67.5,171.2954963,1448,0,270.8666667,507.8493684,61.19505573,0.382614028,2695274.938,4413722.656,10000000,42,86200000,5073458.706,5014477.138,10000000,202,80500000,5747830.857,5147422.378,10000000,192,0,0,0,0,584,488,0.208698561,0.173915467,0,1448,155.2352941,368.1560159,135538.852,0,0,0,1,0,0,0,0,0,159.9393939,67.5,270.8666667,584,0,0,0,0,0,0,18,1215,15,4063,29200,290,3,32,38552.25,43351.24997,145839,22961,10000000,10071.63675,10000000,9996271
443,3,2,0,12,0,6,6,6,0,0,0,0,0,4000000,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,0,0,0,40,0,666666.6667,0,6,6,6,0,0,1,0,0,0,0,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,0,-1,1,20,0,0,0,0,0,0,0,0
443,5971000,9,6,710,3722,517,0,78.88888889,172.6567726,1448,0,620.3333333,675.8916087,742.2542288,2.51214202,426500,1562852.778,5856284,4,5971000,746375,2064827.246,5856284,4,52215,10443,13243.21051,26148,46,0,0,0,0,296,200,1.507285212,1.004856808,0,1448,277,493.953979,243990.5333,0,0,0,1,0,0,0,0,0,295.4666667,78.88888889,620.3333333,296,0,0,0,0,0,0,9,710,6,3722,29200,287,3,32,114712,0,114712,114712,5856284,0,5856284,5856284
443,3,2,0,12,0,6,6,6,0,0,0,0,0,4000000,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,0,0,0,40,0,666666.6667,0,6,6,6,0,0,1,0,0,0,0,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,0,-1,1,20,0,0,0,0,0,0,0,0
443,5722678,7,4,635,153,517,0,90.71428571,190.7072051,153,0,38.25,76.5,137.6977702,1.922176995,572267.8,1774284.991,5621691,3,5722678,953779.6667,2315942.494,5681142,4,80683,26894.33333,31895.02634,62133,3,0,0,0,0,232,136,1.223203542,0.698973453,0,517,65.66666667,149.9947474,22498.42424,0,0,0,1,0,0,0,0,0,71.63636364,90.71428571,38.25,232,0,0,0,0,0,0,7,635,4,153,29200,118,3,32,100983,0,100983,100983,5621691,0,5621691,5621691
443,20825415,26,31,2053,44281,709,0,78.96153846,211.5724899,2896,0,1428.419355,914.9587158,2224.877631,2.737040294,371882.4107,1868121.717,10000000,4,20800000,833016.6,2759131.494,10000000,48,20200000,673989.1333,2540432.879,10000000,49,0,0,0,0,840,1000,1.24847452,1.488565774,0,2896,798.862069,960.9299854,923386.4368,0,0,0,1,0,0,0,0,1,812.877193,78.96153846,1428.419355,840,0,0,0,0,0,0,26,2053,31,44281,29200,129,5,32,126380,154273.7291,235468,17292,9983353.5,33057.94913,10000000,9959978
443,20725115,16,17,1344,17857,709,0,84,210.6504213,2896,0,1050.411765,965.6945078,926.4604804,1.59227102,647659.8438,2455866.923,10000000,23,20700000,1381674.333,3506360.065,10000000,48,20100000,1257283.188,3420045.262,10000000,48,0,0,0,0,520,552,0.772010191,0.820260828,0,2896,564.7352941,845.9041177,715553.7763,0,0,0,1,0,0,0,0,1,581.8484848,84,1050.411765,520,0,0,0,0,0,0,16,1344,17,17857,29200,123,4,32,58445,58193.47388,99594,17296,10000000,2392.142241,10000000,9999404
443,20725532,26,36,2053,44212,709,0,78.96153846,211.5724899,2896,0,1228.111111,608.8394946,2232.270805,2.991479302,339762.8197,1795085.756,10000000,1,20700000,829021.28,2765576.08,10000000,46,20200000,575743.2286,2358724.988,10000000,49,0,0,0,0,840,1160,1.25449132,1.736987982,0,2896,734.3650794,746.7890686,557693.913,0,0,0,1,0,0,0,0,1,746.2096774,78.96153846,1228.111111,840,0,0,0,0,0,0,26,2053,36,44212,29200,129,5,32,74181.5,80694.31876,131241,17122,10000000,7300.877516,10000000,9996570
443,20698553,14,14,1344,16442,709,0,96,223.5166488,4344,0,1174.428571,1292.778981,859.2871202,1.352751567,766613.0741,2664996.43,10000000,4,20700000,1592196.385,3740912.481,10000000,4,20200000,1550494.692,3760417.326,10000000,176,0,0,0,0,456,456,0.676375783,0.676375783,0,4344,613.3103448,1050.624376,1103811.579,0,0,0,1,0,0,0,0,1,635.2142857,96,1174.428571,456,0,0,0,0,0,0,14,1344,14,16442,29200,123,4,32,72200,77667.19463,127119,17281,10000000,12107.08231,10000000,9997598
443,20726096,17,17,1344,21571,709,0,79.05882353,204.9763616,2896,0,1268.882353,1120.634635,1105.611013,1.640444008,628063.5152,2415244.567,10000000,2,20700000,1295381,3398095.096,10000000,4,20100000,1257280.375,3420787.384,10000000,2,0,0,0,0,552,552,0.820222004,0.820222004,0,2896,654.7142857,988.7594001,977645.1513,0,0,0,1,0,0,0,0,1,673.9705882,79.05882353,1268.882353,552,0,0,0,0,0,0,17,1344,17,21571,29200,123,4,32,76315,83407.48748,135293,17337,9983333,33021.88668,10000000,9959983
443,20726357,20,21,1343,28323,708,0,67.15,190.1385298,2896,0,1348.714286,1073.80525,1431.317621,1.97815757,518158.925,2205316.714,10000000,3,20700000,1090860.895,3146171.358,10000000,3,20100000,1005891.6,3082441.16,10000000,58,0,0,0,0,648,680,0.964954912,1.013202658,0,2896,706.3333333,1001.021275,1002043.593,0,0,0,1,0,0,0,0,1,723.5609756,67.15,1348.714286,648,0,0,0,0,0,0,20,1343,21,28323,29200,123,4,32,58143,57715.46969,98954,17332,10000000,7216.731809,10000000,9996475
443,20725705,17,16,1344,20516,709,0,79.05882353,204.9763616,2896,0,1282.25,1158.04643,1054.728898,1.592225693,647678.2813,2455654.368,10000000,37,20700000,1295356.563,3404725.683,10000000,49,20100000,1341101.933,3522708.566,10000000,76,0,0,0,0,552,520,0.820237478,0.771988215,0,2896,642.9411765,1002.217539,1004439.996,0,0,0,1,0,0,0,0,0,662.4242424,79.05882353,1282.25,552,0,0,0,0,0,0,17,1344,16,20516,29200,123,4,32,59249,59262.61933,101154,17344,10000000,3395.526763,10000000,9997890
443,20725842,14,12,1347,12286,712,0,96.21428571,224.1500797,2896,0,1023.833333,1147.976309,657.7778601,1.254472557,829033.68,2765010.145,10000000,0,20700000,1594295.538,3741564.121,10000000,2,20100000,1828759.636,4052457.296,10000000,191,0,0,0,0,456,392,0.675485223,0.578987334,0,2896,504.9259259,898.1662912,806702.6866,0,0,0,1,0,0,0,0,0,524.3461538,96.21428571,1023.833333,456,0,0,0,0,0,0,14,1347,12,12286,29200,123,4,32,51582,48736.62779,86044,17120,10000000,15417.04915,10000000,9997084
443,20726858,17,18,1343,22706,708,0,79,204.7843378,2896,0,1261.444444,1043.695145,1160.281988,1.688630279,609613.4706,2386613.562,10000000,2,20700000,1295428.625,3407002.572,10000000,2,20100000,1183398.294,3327345.809,10000000,169,0,0,0,0,552,584,0.82019185,0.868438429,0,2896,668.0277778,954.2705961,910632.3706,0,0,0,1,0,0,0,0,1,687.1142857,79,1261.444444,552,0,0,0,0,0,0,17,1343,18,22706,29200,123,4,32,53557,51485.85895,89963,17151,10000000,12161.52953,10000000,9997671
443,20727044,17,17,1344,20045,709,0,79.05882353,204.9763616,2896,0,1179.117647,1041.813196,1031.936826,1.640368979,628092.2424,2420126.676,10000000,1,20700000,1295440.25,3405480.801,10000000,48,20100000,1257444.938,3420434.062,10000000,87,0,0,0,0,552,552,0.820184489,0.820184489,0,2896,611.1142857,918.8993663,844376.0454,0,0,0,1,0,0,0,0,1,629.0882353,79.05882353,1179.117647,552,0,0,0,0,0,0,17,1344,17,20045,29200,123,4,32,57535,56917.85324,97782,17288,10000000,6239.510237,10000000,9997903
443,20726548,17,15,1344,19263,709,0,79.05882353,204.9763616,2896,0,1284.2,1201.983492,994.2321317,1.543913632,668598.3226,2494486.062,10000000,1,20700000,1295409.25,3406375.263,10000000,49,20100000,1436980.071,3637094.371,10000000,187,0,0,0,0,552,488,0.820204117,0.723709515,0,2896,624.4545455,1013.573662,1027331.568,0,0,0,1,0,0,0,0,0,643.96875,79.05882353,1284.2,552,0,0,0,0,0,0,17,1344,15,19263,29200,123,4,32,55216,53607.1793,93122,17310,10000000,8717.212398,10000000,9998379
443,20726723,18,15,1343,20843,708,0,74.61111111,199.5406899,2896,0,1389.533333,1356.21305,1070.405582,1.59214749,647710.0938,2451774.844,10000000,19,20700000,1219219,3305906.237,10000000,49,20100000,1436977.714,3637239.091,10000000,191,0,0,0,0,584,488,0.868444085,0.723703405,0,2896,652.5294118,1114.810793,1242803.105,0,0,0,1,0,0,0,0,0,672.3030303,74.61111111,1389.533333,584,0,0,0,0,0,0,18,1343,15,20843,29200,123,4,32,74318.5,80964.43355,131569,17068,9985475.5,36024.96918,10000000,9960002
443,20727602,27,33,2053,45944,709,0,76.03703704,208.0196887,2896,0,1392.242424,809.2881915,2315.607951,2.894690857,351315.2881,1823073.791,10000000,1,20700000,797215.4615,2712145.546,10000000,48,20200000,629720.3125,2466026.22,10000000,50,0,0,0,0,872,1064,1.302610886,1.592079971,0,2896,786.8360656,898.5072098,807315.206,0,0,0,1,0,0,0,0,1,799.95,76.03703704,1392.242424,872,0,0,0,0,0,0,27,2053,33,45944,29200,129,5,32,82629,92343.90298,147926,17332,9993317,47183.8213,10000000,9959953
443,20727741,21,24,2053,29826,709,0,97.76190476,232.4301841,2896,0,1242.75,827.4864113,1537.987183,2.171003584,471085.0227,2105189.462,10000000,0,20700000,1036387.05,3071238.385,10000000,49,20100000,874747.7826,2884765.699,10000000,50,0,0,0,0,680,776,1.013135006,1.157868578,0,2896,693.0217391,843.319881,711188.4217,0,0,0,1,0,0,0,0,1,708.4222222,97.76190476,1242.75,680,0,0,0,0,0,0,21,2053,24,29826,29200,129,5,32,60423.5,60992.90962,103552,17295,9999549.5,4514.876798,10000000,9996357
443,20826602,35,37,2762,57267,709,0,78.91428571,214.6063937,2896,0,1547.756757,922.1678988,2882.32329,3.457117008,293332.4225,1664529.782,10000000,0,20800000,612547.1176,2384701.995,10000000,4,20300000,562535.9444,2328884.259,10000000,190,0,0,0,0,1128,1192,1.68054299,1.776574018,0,2896,822.3150685,997.7103493,995425.941,0,0,0,1,0,0,0,0,1,833.7361111,78.91428571,1547.756757,1128,0,0,0,0,0,0,35,2762,37,57267,29200,129,6,32,132215.5,162557.485,247161,17270,9993362.5,47215.6411,10000000,9959976
443,20826933,36,38,2053,54240,709,0,57.02777778,182.3734765,2896,0,1427.368421,827.8944776,2702.894372,3.553091567,285300.4521,1640409.485,10000000,3,20800000,595055.2286,2349374.407,10000000,3,20200000,546471.6216,2295875.298,10000000,48,0,0,0,0,1160,1224,1.728531032,1.824560534,0,2896,750.5733333,913.9294605,835267.0587,0,0,0,1,0,0,0,0,1,760.7162162,57.02777778,1427.368421,1160,0,0,0,0,0,0,36,2053,38,54240,29200,129,5,32,126355,154174.7341,235373,17337,9983339,33004.91612,10000000,9960001
443,20727405,18,20,1344,23631,709,0,74.66666667,199.7274614,4344,0,1181.55,1088.678507,1204.926521,1.833321634,560200.1351,2285202.559,10000000,3,20700000,1219259.118,3304389.351,10000000,3,20100000,1058754.105,3157154.537,10000000,49,0,0,0,0,584,648,0.868415511,0.964906123,0,4344,640.3846154,962.7988153,926981.5587,0,0,0,1,0,0,0,0,1,657.2368421,74.66666667,1181.55,584,0,0,0,0,0,0,18,1344,20,23631,29200,123,4,32,78075.5,85941.05108,138845,17306,9981353.5,30205.48037,10000000,9959995
443,20727635,16,14,1344,16905,709,0,84,210.6504213,2896,0,1207.5,1187.106032,880.4188225,1.447343124,714746.0345,2574272.788,10000000,22,20700000,1381842.333,3506046.16,10000000,49,20100000,1547424.615,3759285.454,10000000,48,0,0,0,0,520,456,0.771916333,0.675426791,0,2896,588.6774194,979.2579295,958946.0925,0,0,0,1,0,0,0,0,0,608.3,84,1207.5,520,0,0,0,0,0,0,16,1344,14,16905,29200,123,4,32,59091,59047.65887,100844,17338,10000000,3282.389678,10000000,9998076
443,20719318,17,18,1344,20645,709,0,79.05882353,204.9763616,2896,0,1146.944444,1038.302374,1061.280106,1.689244791,609391.7059,2388179.582,10000000,4,20700000,1294957.375,3409537.9,10000000,4,20100000,1184912.882,3329336.035,10000000,191,0,0,0,0,552,584,0.820490327,0.868754464,0,2896,610.8055556,915.7882731,838668.1611,0,0,0,1,0,0,0,0,1,628.2571429,79.05882353,1146.944444,552,0,0,0,0,0,0,17,1344,18,20645,29200,123,4,32,58635,58459.34603,99972,17298,10000000,19325.22833,10000000,9999424
443,20726785,17,15,1344,19180,709,0,79.05882353,204.9763616,2896,0,1278.666667,1199.954265,990.2162829,1.543895978,668605.9677,2493428.362,10000000,21,20700000,1295424.063,3404812.926,10000000,48,20100000,1436890.5,3635478.21,10000000,192,0,0,0,0,552,488,0.820194738,0.72370124,0,2896,621.9393939,1010.833596,1021784.559,0,0,0,1,0,0,0,0,0,641.375,79.05882353,1278.666667,552,0,0,0,0,0,0,17,1344,15,19180,29200,123,4,32,58835,58684.20598,100331,17339,10000000,3063.893683,10000000,9998399
443,20728726,17,19,1344,22708,709,0,79.05882353,204.9763616,2896,0,1195.157895,937.9802333,1160.322154,1.736720337,592249.3143,2354170.657,10000000,3,20700000,1295545.375,3408009.295,10000000,3,20100000,1117729.556,3240919.39,10000000,49,0,0,0,0,552,616,0.820117937,0.9166024,0,2896,650.0540541,883.7981464,781099.1637,0,0,0,1,0,0,0,0,1,668.1111111,79.05882353,1195.157895,552,0,0,0,0,0,0,17,1344,19,22708,29200,123,4,32,50974.5,47915.67681,84856,17093,10000000,14171.83411,10000000,9998887
443,20828160,29,30,1343,39309,708,0,46.31034483,159.7864878,2896,0,1310.3,785.3270415,1951.780666,2.832703417,359106.2069,1842230.607,10000000,4,20800000,743862.8571,2623278.077,10000000,4,20200000,696103.7586,2585546.526,10000000,47,0,0,0,0,936,968,1.392345747,1.44035767,0,2896,677.5333333,849.9850341,722474.5582,0,0,0,1,0,0,0,0,1,689.0169492,46.31034483,1310.3,936,0,0,0,0,0,0,29,1343,30,39309,29200,123,4,32,80230.5,88958.98282,143134,17327,10000000,18948.34042,10000000,9999910
443,20828091,33,45,2053,66647,709,0,62.21212121,189.8568141,2896,0,1481.044444,839.3039583,3298.429991,3.744942347,270494.6883,1598284.622,10000000,4,20800000,650877.8438,2453330.298,10000000,4,20200000,459531.7955,2110783.74,10000000,48,0,0,0,0,1064,1448,1.584398685,2.160543662,0,2896,869.6202532,955.6874865,913338.5719,0,0,0,1,0,0,0,0,1,880.7692308,62.21212121,1481.044444,1064,0,0,0,0,0,0,33,2053,45,66647,29200,129,5,32,124206,151500.4563,231333,17079,9985464.5,36037.6971,10000000,9959982
443,20828122,36,36,2053,52574,709,0,57.02777778,182.3734765,2896,0,1460.388889,886.6025773,2622.752066,3.456864714,293353.831,1666557.901,10000000,3,20800000,595089.2,2354606.904,10000000,3,20200000,577697.5429,2358950.695,10000000,114,0,0,0,0,1160,1160,1.728432357,1.728432357,0,2896,748.3150685,947.9048809,898523.6632,0,0,0,1,0,0,0,0,1,758.7083333,57.02777778,1460.388889,1160,0,0,0,0,0,0,36,2053,36,52574,29200,129,5,32,105303.5,124434.53,193292,17315,10000000,9005.711965,10000000,9997961
443,20729286,18,21,1344,23946,709,0,74.66666667,199.7274614,4344,0,1140.285714,980.7201509,1220.013077,1.881396204,545507.5263,2262808.7,10000000,2,20700000,1219369.765,3315170.338,10000000,4,20100000,1005949.4,3085275.458,10000000,2,0,0,0,0,584,680,0.86833671,1.013059495,0,4344,632.25,896.2946445,803344.0897,0,0,0,1,0,0,0,0,1,648.4615385,74.66666667,1140.285714,584,0,0,0,0,0,0,18,1344,21,23946,29200,123,4,32,49886.5,46385.49774,82686,17087,10000000,18035.46556,10000000,9997406
443,22726209,11,7,1343,584,708,0,122.0909091,247.6115726,431,0,83.42857143,163.5276298,84.7919686,0.792037071,1336835.824,3293517.174,10000000,2,22700000,2272620.9,4121476.662,10000000,47,22100000,3683816.667,4971594.512,10000000,189,0,0,0,0,360,232,0.484022654,0.308014416,0,708,101.4210526,209.604738,43934.1462,0,0,0,1,0,0,0,0,0,107.0555556,122.0909091,83.42857143,360,0,0,0,0,0,0,11,1343,7,584,29200,123,4,32,1064655,1481170.918,2112001,17309,9987346.5,32974.51053,10000000,9964030
443,5714505,7,4,635,150,517,0,90.71428571,190.7072051,150,0,37.5,75,137.3697284,1.924926131,571450.5,1736127.316,5511761,3,5714505,952417.5,2277729.694,5601573,3,151371,50457,48359.56282,96407,3,0,0,0,0,232,136,1.224952992,0.699973139,0,517,65.41666667,149.8383725,22451.53788,0,0,0,1,0,0,0,0,0,71.36363636,90.71428571,37.5,232,0,0,0,0,0,0,7,635,4,150,29200,235,3,32,202741,0,202741,202741,5511761,0,5511761,5511761
443,75158623,16,17,1504,6342,517,0,94,189.4697865,1655,0,373.0588235,669.9839056,104.3925459,0.439071376,2348706.969,4175257.248,10000000,4,71500000,4765345.2,5134974.163,10100000,14193,75100000,4694280.313,4976467.101,10100000,4,0,0,0,0,520,552,0.212883091,0.226188284,0,1655,230.7647059,505.043416,255068.852,0,0,0,1,0,0,0,0,1,237.7575758,94,373.0588235,520,0,0,0,0,0,0,16,1504,17,6342,29200,252,4,32,188581.4286,366871.1669,1020567,49795,10000000,12655.26425,10000000,9999589
80,5228674,3,1,0,0,0,0,0,0,0,0,0,0,0,0.765012315,1742891.333,2975595.095,5178692,61,5228674,2614337,3626545.62,5178692,49982,0,0,0,0,0,0,0,0,0,104,40,0.573759236,0.191253079,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0,0,0,0,0,0,0,0
